,id,desc,category,price,old_price
0,4740669002279,Viinamari hele Early Sweet karbis 500 g,"Puu- ja juurviljad,Puuviljad",2.99,
1,7340011428497,"RAINBOW, Kiivi karbis, 500g","Puu- ja juurviljad,Puuviljad",1.99,
2,6414894500234,"RAINBOW, Apelsin Navelina I klass 1kg","Puu- ja juurviljad,Puuviljad",0.99,
3,7340011432371,"RAINBOW, Avokaado pakitud 800 g","Puu- ja juurviljad,Puuviljad",4.59,
4,5997690711574,Õunakrõps Golden 40g,"Puu- ja juurviljad,Puuviljad",1.59,
5,5997690707874,Õunakrõps Jonathan 40g,"Puu- ja juurviljad,Puuviljad",1.59,
6,6414890440176,"Holland, Pirn Conference pakitud 1 kg","Puu- ja juurviljad,Puuviljad",1.49,
7,2060430700008,"Belgia, Õun Golden,  I klass","Puu- ja juurviljad,Puuviljad",1.79,
8,2060490100008,"Costa rica, Ananass Rainbow","Puu- ja juurviljad,Puuviljad",1.89,
9,2060490500006,"Brasiilia, Kollane melon","Puu- ja juurviljad,Puuviljad",1.79,
10,2060490600003,"Tšiili, Avokaado Hass, söögivalmis","Puu- ja juurviljad,Puuviljad",5.99,
11,2060493000008,"Brasiilia, Laim","Puu- ja juurviljad,Puuviljad",3.79,
12,2060493100005,"Hispaania, Melon Roheline","Puu- ja juurviljad,Puuviljad",2.79,
13,2060505200006,"Iisrael, Greip Jaffa valge","Puu- ja juurviljad,Puuviljad",2.89,
14,2060514600002,"Poola, Õun  Paulared, II klass","Puu- ja juurviljad,Puuviljad",0.59,
15,2060515000009,"Prantsusmaa, Õun Granny Smith, I klass","Puu- ja juurviljad,Puuviljad",2.19,
16,2060515100006,"Lav, Õun Royal Gala,  I klass","Puu- ja juurviljad,Puuviljad",1.59,
17,2060516200002,"Itaalia, Õun Red Delicios I klass","Puu- ja juurviljad,Puuviljad",2.19,
18,2060514700009,"Holland, Õun Tessa I klass","Puu- ja juurviljad,Puuviljad",3.99,
19,8437010537158,"Pom´bel õuna-banaani-maasika puuviljamiks, 4x100 g","Puu- ja juurviljad,Puuviljad",2.49,
20,2060400700007,"Leedu, Banaan  chiquita,","Puu- ja juurviljad,Puuviljad",1.29,
21,2060531200001,"Hiina, Pomel","Puu- ja juurviljad,Puuviljad",1.79,
22,8718366803136,"Eesti, Füüsal 100 g","Puu- ja juurviljad,Puuviljad",1.69,
23,2060492300000,"Kolumbia, Granadill","Puu- ja juurviljad,Puuviljad",11.99,
24,6414894500609,"RAINBOW, Hele viinamari Prime Seedless, seemneteta 500 g","Puu- ja juurviljad,Puuviljad",3.49,
25,6414894500401,"RAINBOW, Tume viinamari Sugarthreen seemneteta 500g","Puu- ja juurviljad,Puuviljad",3.99,
26,2060431500003,"Eesti, Õun Talvenauding I klass","Puu- ja juurviljad,Puuviljad",3.29,
27,8713037000241,"Mehhiko, Avokaado, mahe 300 g","Puu- ja juurviljad,Puuviljad",3.99,
28,8713037001071,"Itaalia, Kiivi mahe 300 g","Puu- ja juurviljad,Puuviljad",1.99,
29,2060402500001,"Hispaania, Klementiin I klass","Puu- ja juurviljad,Puuviljad",3.49,
30,6405940735090,"Elevandiluurannik, Kookospähkel","Puu- ja juurviljad,Puuviljad",2.29,
31,2060460200004,"Türgi, Viinamari Red Magic, I klass","Puu- ja juurviljad,Puuviljad",3.99,
32,6414894500241,"Hispaania, Rainbow klementiin I klass 1 kg","Puu- ja juurviljad,Puuviljad",1.69,
33,8437010537165,"Pom´bel õuna-mango puuviljamiks, 4x100 g","Puu- ja juurviljad,Puuviljad",2.79,
34,2060400200002,"Hispaania, Apelsin Navelina I klass","Puu- ja juurviljad,Puuviljad",0.99,
35,2060400600000,"Iisrael, Greip Star Ruby punane","Puu- ja juurviljad,Puuviljad",1.79,
36,2060400800004,"Hispaania, Sidrun, II klass","Puu- ja juurviljad,Puuviljad",1.99,
37,2060430500004,"Türgi, Granaatõun","Puu- ja juurviljad,Puuviljad",2.39,
38,2060160500008,"Peruu, Mango Osteen","Puu- ja juurviljad,Puuviljad",3.79,
39,2060162900004,"Itaalia, Verimandariin mandared","Puu- ja juurviljad,Puuviljad",3.99,
40,2060177900006,"Holland, Pirn Sweet Sensation I Klass","Puu- ja juurviljad,Puuviljad",3.29,
41,2060212300006,Pomelo Redson Jaffa,"Puu- ja juurviljad,Puuviljad",3.99,
42,8437013783293,Viinamari karbis Tume Moldova 500g,"Puu- ja juurviljad,Puuviljad",1.99,
43,2060492900002,"Tšiili, Kiivi,  II klass","Puu- ja juurviljad,Puuviljad",1.59,
44,2060432600009,"Prantsusmaa, Õun Honey Crunch I klass","Puu- ja juurviljad,Puuviljad",3.59,
45,2060460800006,Viinamari tume Dark Moldova I klass,"Puu- ja juurviljad,Puuviljad",2.39,
46,2060494500002,"RAINBOW, Arbuus","Puu- ja juurviljad,Puuviljad",2.29,
47,2060402900009,"Hispaania, Apelsin Cara cara I klass","Puu- ja juurviljad,Puuviljad",2.49,
48,8718366857269,"Avokaado, söögivalmis 2 tk","Puu- ja juurviljad,Puuviljad",1.99,
49,2060442000004,"Holland, Pirn Conference, I klass","Puu- ja juurviljad,Puuviljad",1.39,
50,2060433700005,"Holland, Õun Jonagold I  klass","Puu- ja juurviljad,Puuviljad",0.89,
51,4740669014500,"Itaalia, Veriapelsin Tarocco 1 kg I klass","Puu- ja juurviljad,Puuviljad",2.99,
52,4742022670033,"Eesti, Datlid taldrikul 200 g","Puu- ja juurviljad,Puuviljad",1.19,
53,2060138400002,"Peruu, Banaan Fair Trade","Puu- ja juurviljad,Puuviljad",2.09,
54,2060159200001,"Iisrael, Sweetie Jaffa I klass","Puu- ja juurviljad,Puuviljad",2.99,
55,5902021230457,"Poola, Õun Royal Gala, I klass, 1 kg","Puu- ja juurviljad,Puuviljad",1.59,
56,2060441600007,"Holland, Pirn Lukas I klass","Puu- ja juurviljad,Puuviljad",1.99,
57,2060242900009,"Brasiilia, Viinamari hele Sugar Cisp seemneta","Puu- ja juurviljad,Puuviljad",3.59,
58,8718963049722,Kiivi söömisküps 4 tk pakis,"Puu- ja juurviljad,Puuviljad",3.29,
59,2060177800009,"Itaalia, Feijoa","Puu- ja juurviljad,Puuviljad",8.99,
60,7290104570179,"Iisrael, Dattel medjoul 500g","Puu- ja juurviljad,Puuviljad",7.99,
61,4741116000015,"GRÜNE FEE, Lehtsalat  potis","Puu- ja juurviljad,Köögiviljad",1.29,
62,4740669040127,"Metsik rukola, 100 g","Puu- ja juurviljad,Köögiviljad",1.99,
63,4740669029061,"Holland, Sibul võrgus","Puu- ja juurviljad,Köögiviljad",1.19,
64,4740669040066,"Salat Mesculum, 100 g","Puu- ja juurviljad,Köögiviljad",1.99,
65,4740669040073,"Beebi lehtsalati mix, 100 g","Puu- ja juurviljad,Köögiviljad",2.09,
66,4740669030203,"Maroko, Kirss-ploomtomat, I klass, 250 g","Puu- ja juurviljad,Köögiviljad",0.89,
67,4740669040141,"Beebi  spinat, 100 g","Puu- ja juurviljad,Köögiviljad",1.69,
68,6414894500623,"RAINBOW, Paprika mix, I klass, 400 g","Puu- ja juurviljad,Köögiviljad",2.59,
69,4740175000059,"KADARBIKU TALU, Hapukapsas porgandiga pakitud 1 kg","Puu- ja juurviljad,Köögiviljad",2.19,
70,6416332000177,"Mahe idusalat, 150g","Puu- ja juurviljad,Köögiviljad",1.99,
71,4741116000169,"GRÜNE FEE, Salat  Frillice potis","Puu- ja juurviljad,Köögiviljad",1.69,
72,4740684000045,"Peipsi hapukurk ämbris, 500 g","Puu- ja juurviljad,Köögiviljad",2.99,
73,6414894500128,"KOTIMAISTA, Jääsalat potis","Puu- ja juurviljad,Köögiviljad",1.59,
74,2060521800006,"Holland, Salatisibul","Puu- ja juurviljad,Köögiviljad",1.59,
75,2060522100006,"Holland, Baklažaan","Puu- ja juurviljad,Köögiviljad",4.49,
76,2060522300000,"Hispaania, Oranž paprika, I klass","Puu- ja juurviljad,Köögiviljad",3.89,
77,2060522900002,"Hispaania, Kurk pikk","Puu- ja juurviljad,Köögiviljad",2.49,
78,2060523200002,"Eesti, Nuikapsas","Puu- ja juurviljad,Köögiviljad",1.69,
79,2060523400006,"Eesti, Küüslauk","Puu- ja juurviljad,Köögiviljad",7.99,
80,2060523600000,"Poola, Punane kapsas","Puu- ja juurviljad,Köögiviljad",0.89,
81,2060524500002,Eesti Luunja pikk kurk kiles,"Puu- ja juurviljad,Köögiviljad",2.99,
82,2060525000006,"Itaalia, Fennel apteegitill kg","Puu- ja juurviljad,Köögiviljad",2.69,
83,2060526300006,"Eesti, Kapsas","Puu- ja juurviljad,Köögiviljad",0.49,
84,2060530100005,"Läti, Hiinakapsas","Puu- ja juurviljad,Köögiviljad",1.29,
85,2060530600000,"Hispaania, Jääsalat,II klass","Puu- ja juurviljad,Köögiviljad",2.39,
